"MovieID"	"Title"	"Genres"	"Year"	"No.Reviews"	"Avg.Rating"
772	"Quartier Mozart (1992)"	"Comedy"	1992	0	0
773	"Touki Bouki (Journey of the Hyena) (1973)"	"Drama"	1973	0	0
774	"Wend Kuuni (God's Gift) (1982)"	"Drama"	1982	1	4
775	"Spirits of the Dead (Tre Passi nel Delirio) (1968)"	"Horror"	1968	9	3.22222222222222
776	"Babyfever (1994)"	"Comedy|Drama"	1994	4	3
777	"Pharaoh's Army (1995)"	"War"	1995	0	0
778	"Trainspotting (1996)"	"Drama"	1996	751	3.96005326231691
779	"'Til There Was You (1997)"	"Drama|Romance"	1997	52	2.69230769230769
780	"Independence Day (ID4) (1996)"	"Action|Sci-Fi|War"	1996	1730	3.51040462427746
781	"Stealing Beauty (1996)"	"Drama"	1996	103	3.37864077669903
782	"Fan, The (1996)"	"Thriller"	1996	145	2.55172413793103
783	"Hunchback of Notre Dame, The (1996)"	"Animation|Children's|Musical"	1996	390	3.22307692307692
784	"Cable Guy, The (1996)"	"Comedy"	1996	385	2.72987012987013
785	"Kingpin (1996)"	"Comedy"	1996	765	3.47843137254902
786	"Eraser (1996)"	"Action|Thriller"	1996	460	3.12391304347826
787	"Gate of Heavenly Peace, The (1995)"	"Documentary"	1995	3	5
788	"Nutty Professor, The (1996)"	"Comedy|Fantasy|Romance|Sci-Fi"	1996	948	2.9957805907173
789	"I, Worst of All (Yo, la peor de todas) (1990)"	"Drama"	1990	2	3
790	"An Unforgettable Summer (1994)"	"Drama"	1994	1	3
791	"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)"	"Documentary"	1995	2	3.5
792	"Hungarian Fairy Tale, A (1987)"	"Fantasy"	1987	1	4
793	"My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993)"	"Drama"	1993	10	2.6
794	"Midnight Dancers (Sibak) (1994)"	"Comedy|Drama"	1994	0	0
795	"Somebody to Love (1994)"	"Drama"	1994	0	0
796	"Very Natural Thing, A (1974)"	"Drama"	1974	3	3.33333333333333
797	"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)"	"Comedy"	1991	0	0
798	"Daylight (1996)"	"Action|Adventure|Thriller"	1996	204	2.70588235294118
799	"Frighteners, The (1996)"	"Comedy|Horror"	1996	338	3.3491124260355
800	"Lone Star (1996)"	"Drama|Mystery"	1996	630	4.08253968253968
801	"Harriet the Spy (1996)"	"Children's|Comedy"	1996	121	3.09917355371901
802	"Phenomenon (1996)"	"Drama|Romance"	1996	427	3.49648711943794
803	"Walking and Talking (1996)"	"Romance"	1996	57	3.68421052631579
804	"She's the One (1996)"	"Comedy|Romance"	1996	233	2.97854077253219
805	"Time to Kill, A (1996)"	"Drama"	1996	344	3.59011627906977
806	"American Buffalo (1996)"	"Drama"	1996	60	3.16666666666667
807	"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)"	"Comedy|Romance"	1995	14	3
808	"Alaska (1996)"	"Adventure|Children's"	1996	43	3.3953488372093
809	"Fled (1996)"	"Action|Adventure"	1996	105	2.57142857142857
810	"Kazaam (1996)"	"Children's|Comedy|Fantasy"	1996	120	1.46666666666667
811	"Bewegte Mann, Der (1994)"	"Comedy"	1994	9	3.88888888888889
812	"Magic Hunter (1994)"	"Drama"	1994	0	0
813	"Larger Than Life (1996)"	"Comedy"	1996	47	2.51063829787234
814	"Boy Called Hate, A (1995)"	"Drama"	1995	1	3
815	"Power 98 (1995)"	"Action|Mystery|Thriller"	1995	6	2
816	"Two Deaths (1995)"	"Drama"	1995	0	0
818	"Very Brady Sequel, A (1996)"	"Comedy"	1996	189	2.56084656084656
819	"Stefano Quantestorie (1993)"	"Comedy|Drama"	1993	0	0
820	"Death in the Garden (Mort en ce jardin, La) (1956)"	"Drama"	1956	4	3.25
821	"Crude Oasis, The (1995)"	"Romance"	1995	2	2
822	"Hedd Wyn (1992)"	"Drama"	1992	0	0
823	"Collectionneuse, La (1967)"	"Drama"	1967	4	3.25
824	"Kaspar Hauser (1993)"	"Drama"	1993	28	3.92857142857143
825	"Echte Kerle (1996)"	"Comedy|Romance"	1996	0	0
826	"Diebinnen (1995)"	"Drama"	1995	1	1
827	"Convent, The (Convento, O) (1995)"	"Drama"	1995	2	3
828	"Adventures of Pinocchio, The (1996)"	"Adventure|Children's"	1996	54	2.90740740740741
829	"Joe's Apartment (1996)"	"Comedy|Musical"	1996	131	2.29007633587786
830	"First Wives Club, The (1996)"	"Comedy"	1996	295	2.95254237288136
831	"Stonewall (1995)"	"Drama"	1995	20	3.85
832	"Ransom (1996)"	"Drama|Thriller"	1996	564	3.47872340425532
833	"High School High (1996)"	"Comedy"	1996	78	2.17948717948718
834	"Phat Beach (1996)"	"Comedy"	1996	4	2
835	"Foxfire (1996)"	"Drama"	1996	103	3.12621359223301
836	"Chain Reaction (1996)"	"Action|Adventure|Thriller"	1996	237	2.65400843881857
837	"Matilda (1996)"	"Children's|Comedy"	1996	218	3.47706422018349
838	"Emma (1996)"	"Comedy|Drama|Romance"	1996	501	3.88023952095808
839	"Crow: City of Angels, The (1996)"	"Action|Thriller"	1996	135	2.21481481481481
840	"House Arrest (1996)"	"Comedy"	1996	50	2.56
841	"Eyes Without a Face (1959)"	"Horror"	1959	25	3.4
842	"Tales from the Crypt Presents: Bordello of Blood (1996)"	"Horror"	1996	151	2.58940397350993
843	"Lotto Land (1995)"	"Drama"	1995	1	1
844	"Story of Xinghua, The (1993)"	"Drama"	1993	7	3.57142857142857
845	"Day the Sun Turned Cold, The (Tianguo niezi) (1994)"	"Drama"	1994	0	0
846	"Flirt (1995)"	"Drama"	1995	38	3.73684210526316
847	"Big Squeeze, The (1996)"	"Comedy|Drama"	1996	7	1.85714285714286
848	"Spitfire Grill, The (1996)"	"Drama"	1996	156	3.43589743589744
849	"Escape from L.A. (1996)"	"Action|Adventure|Sci-Fi|Thriller"	1996	511	2.51076320939335
850	"Cyclo (1995)"	"Crime|Drama"	1995	30	3.66666666666667
851	"Basquiat (1996)"	"Drama"	1996	127	3.49606299212598
852	"Tin Cup (1996)"	"Comedy|Romance"	1996	615	3.22113821138211
853	"Dingo (1992)"	"Drama"	1992	3	4
854	"Ballad of Narayama, The (Narayama Bushiko) (1958)"	"Drama"	1958	8	3.625
855	"Every Other Weekend (1990)"	"Drama"	1990	0	0
856	"Mille bolle blu (1993)"	"Comedy"	1993	0	0
857	"Crows and Sparrows (1949)"	"Drama"	1949	0	0
858	"Godfather, The (1972)"	"Action|Crime|Drama"	1972	2223	4.52496626180837
859	"Hippie Revolution, The (1996)"	"Documentary"	1996	1	2
860	"Maybe, Maybe Not (Bewegte Mann, Der) (1994)"	"Comedy"	1994	10	3.6
861	"Supercop (1992)"	"Action|Thriller"	1992	273	3.51282051282051
862	"Manny & Lo (1996)"	"Drama"	1996	31	3.64516129032258
863	"Celestial Clockwork (1994)"	"Comedy"	1994	10	3.5
864	"Wife, The (1995)"	"Comedy|Drama"	1995	12	3.58333333333333
865	"Small Faces (1995)"	"Drama"	1995	1	2
866	"Bound (1996)"	"Crime|Drama|Romance|Thriller"	1996	572	3.82342657342657
867	"Carpool (1996)"	"Comedy|Crime"	1996	24	2.20833333333333
868	"Death in Brunswick (1991)"	"Comedy"	1991	1	3
869	"Kansas City (1996)"	"Crime"	1996	42	3.0952380952381
870	"Gone Fishin' (1997)"	"Comedy"	1997	49	2.18367346938776
871	"Lover's Knot (1996)"	"Comedy"	1996	0	0
872	"Aiqing wansui (1994)"	"Drama"	1994	1	3
873	"Shadow of Angels (Schatten der Engel) (1976)"	"Drama"	1976	0	0
874	"Killer: A Journal of Murder (1995)"	"Crime|Drama"	1995	8	3.125
875	"Nothing to Lose (1994)"	"Drama"	1994	44	3.38636363636364
876	"Police Story 4: Project S (Chao ji ji hua) (1993)"	"Action"	1993	21	2.85714285714286
877	"Girls Town (1996)"	"Drama"	1996	24	3.29166666666667
878	"Bye-Bye (1995)"	"Drama"	1995	1	4
879	"Relic, The (1997)"	"Horror"	1997	237	2.82700421940928
880	"Island of Dr. Moreau, The (1996)"	"Sci-Fi|Thriller"	1996	324	2.20061728395062
881	"First Kid (1996)"	"Children's|Comedy"	1996	77	2.62337662337662
882	"Trigger Effect, The (1996)"	"Drama|Thriller"	1996	59	2.71186440677966
884	"Sweet Nothing (1995)"	"Drama"	1995	2	3
885	"Bogus (1996)"	"Children's|Drama|Fantasy"	1996	43	2.58139534883721
886	"Bulletproof (1996)"	"Action"	1996	104	2.94230769230769
887	"Talk of Angels (1998)"	"Drama"	1998	2	2.5
888	"Land Before Time III: The Time of the Great Giving (1995)"	"Animation|Children's"	1995	48	2.20833333333333
889	"1-900 (1994)"	"Romance"	1994	2	2.5
890	"Baton Rouge (1988)"	"Thriller"	1988	0	0
891	"Halloween: The Curse of Michael Myers (1995)"	"Horror|Thriller"	1995	183	2.36065573770492
892	"Twelfth Night (1996)"	"Comedy|Drama|Romance"	1996	152	3.86184210526316
893	"Mother Night (1996)"	"Drama"	1996	69	3.69565217391304
894	"Liebelei (1933)"	"Romance"	1933	0	0
895	"Venice/Venice (1992)"	"Drama"	1992	2	1
896	"Wild Reeds (1994)"	"Drama"	1994	51	3.43137254901961
897	"For Whom the Bell Tolls (1943)"	"Adventure|War"	1943	98	3.75510204081633
898	"Philadelphia Story, The (1940)"	"Comedy|Romance"	1940	582	4.30068728522337
899	"Singin' in the Rain (1952)"	"Musical|Romance"	1952	751	4.28362183754993
900	"American in Paris, An (1951)"	"Musical|Romance"	1951	343	3.85131195335277
901	"Funny Face (1957)"	"Comedy|Musical"	1957	174	3.64367816091954
902	"Breakfast at Tiffany's (1961)"	"Drama|Romance"	1961	676	3.90828402366864
903	"Vertigo (1958)"	"Mystery|Thriller"	1958	905	4.27292817679558
904	"Rear Window (1954)"	"Mystery|Thriller"	1954	1050	4.47619047619048
905	"It Happened One Night (1934)"	"Comedy"	1934	374	4.2807486631016
906	"Gaslight (1944)"	"Mystery|Thriller"	1944	187	4.09625668449198
907	"Gay Divorcee, The (1934)"	"Comedy|Musical|Romance"	1934	105	3.92380952380952
908	"North by Northwest (1959)"	"Drama|Thriller"	1959	1315	4.38403041825095
909	"Apartment, The (1960)"	"Comedy|Drama"	1960	417	4.12709832134293
910	"Some Like It Hot (1959)"	"Comedy|Crime"	1959	832	4.30048076923077
911	"Charade (1963)"	"Comedy|Mystery|Romance|Thriller"	1963	306	4.18300653594771
912	"Casablanca (1942)"	"Drama|Romance|War"	1942	1669	4.41282204913122
913	"Maltese Falcon, The (1941)"	"Film-Noir|Mystery"	1941	1043	4.39597315436242
914	"My Fair Lady (1964)"	"Musical|Romance"	1964	636	4.15408805031447
915	"Sabrina (1954)"	"Comedy|Romance"	1954	365	3.96438356164384
916	"Roman Holiday (1953)"	"Comedy|Romance"	1953	425	4.21647058823529
917	"Little Princess, The (1939)"	"Children's|Drama"	1939	77	3.67532467532468
918	"Meet Me in St. Louis (1944)"	"Musical"	1944	189	3.79365079365079
919	"Wizard of Oz, The (1939)"	"Adventure|Children's|Drama|Musical"	1939	1718	4.24796274738067
920	"Gone with the Wind (1939)"	"Drama|Romance|War"	1939	1156	3.99740484429066
921	"My Favorite Year (1982)"	"Comedy"	1982	302	3.89403973509934
922	"Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)"	"Film-Noir"	1950	470	4.49148936170213
923	"Citizen Kane (1941)"	"Drama"	1941	1116	4.38888888888889
924	"2001: A Space Odyssey (1968)"	"Drama|Mystery|Sci-Fi|Thriller"	1968	1716	4.06876456876457
925	"Golden Earrings (1947)"	"Adventure|Romance"	1947	12	3.25
926	"All About Eve (1950)"	"Drama"	1950	403	4.25558312655087
927	"Women, The (1939)"	"Comedy"	1939	84	3.97619047619048
928	"Rebecca (1940)"	"Romance|Thriller"	1940	386	4.20466321243523
929	"Foreign Correspondent (1940)"	"Thriller"	1940	93	3.78494623655914
930	"Notorious (1946)"	"Film-Noir|Romance|Thriller"	1946	445	4.29438202247191
931	"Spellbound (1945)"	"Mystery|Romance|Thriller"	1945	206	3.9126213592233
932	"Affair to Remember, An (1957)"	"Romance"	1957	189	3.95238095238095
933	"To Catch a Thief (1955)"	"Comedy|Romance|Thriller"	1955	443	4.10158013544018
934	"Father of the Bride (1950)"	"Comedy"	1950	304	3.65789473684211
935	"Band Wagon, The (1953)"	"Comedy|Musical"	1953	71	3.63380281690141
936	"Ninotchka (1939)"	"Comedy|Romance"	1939	132	4.07575757575758
937	"Love in the Afternoon (1957)"	"Comedy|Romance"	1957	44	3.75
938	"Gigi (1958)"	"Musical"	1958	187	3.62032085561497
939	"Reluctant Debutante, The (1958)"	"Comedy|Drama"	1958	11	3.18181818181818
940	"Adventures of Robin Hood, The (1938)"	"Action|Adventure"	1938	378	3.97354497354497
941	"Mark of Zorro, The (1940)"	"Adventure"	1940	105	3.7047619047619
942	"Laura (1944)"	"Crime|Film-Noir|Mystery"	1944	292	4.20205479452055
943	"Ghost and Mrs. Muir, The (1947)"	"Drama|Romance"	1947	171	3.98245614035088
944	"Lost Horizon (1937)"	"Drama"	1937	97	3.79381443298969
945	"Top Hat (1935)"	"Comedy|Musical|Romance"	1935	251	4.14741035856574
946	"To Be or Not to Be (1942)"	"Comedy|Drama|War"	1942	161	3.85093167701863
947	"My Man Godfrey (1936)"	"Comedy"	1936	188	4.1063829787234
948	"Giant (1956)"	"Drama"	1956	130	3.75384615384615
949	"East of Eden (1955)"	"Drama"	1955	215	3.97674418604651
950	"Thin Man, The (1934)"	"Mystery"	1934	292	4.23972602739726
951	"His Girl Friday (1940)"	"Comedy"	1940	397	4.24937027707809
952	"Around the World in 80 Days (1956)"	"Adventure|Comedy"	1956	269	3.60223048327138
953	"It's a Wonderful Life (1946)"	"Drama"	1946	729	4.29903978052126
954	"Mr. Smith Goes to Washington (1939)"	"Drama"	1939	383	4.2402088772846
955	"Bringing Up Baby (1938)"	"Comedy"	1938	413	4.16949152542373
956	"Penny Serenade (1941)"	"Drama|Romance"	1941	40	3.55
957	"Scarlet Letter, The (1926)"	"Drama"	1926	37	3.24324324324324
958	"Lady of Burlesque (1943)"	"Comedy|Mystery"	1943	13	3.38461538461538
959	"Of Human Bondage (1934)"	"Drama"	1934	58	3.74137931034483
960	"Angel on My Shoulder (1946)"	"Crime|Drama"	1946	20	3.45
961	"Little Lord Fauntleroy (1936)"	"Drama"	1936	23	3.47826086956522
962	"They Made Me a Criminal (1939)"	"Crime|Drama"	1939	11	3.54545454545455
963	"Inspector General, The (1949)"	"Musical"	1949	54	3.57407407407407
964	"Angel and the Badman (1947)"	"Western"	1947	51	3.3921568627451
965	"39 Steps, The (1935)"	"Thriller"	1935	253	4.07509881422925
966	"Walk in the Sun, A (1945)"	"Drama"	1945	6	4
967	"Outlaw, The (1943)"	"Western"	1943	23	3.26086956521739
968	"Night of the Living Dead (1968)"	"Horror|Sci-Fi"	1968	715	3.67132867132867
969	"African Queen, The (1951)"	"Action|Adventure|Romance|War"	1951	1057	4.25165562913907
970	"Beat the Devil (1954)"	"Comedy|Drama"	1954	37	3.40540540540541
971	"Cat on a Hot Tin Roof (1958)"	"Drama"	1958	271	4.0479704797048
972	"Last Time I Saw Paris, The (1954)"	"Drama"	1954	6	3.16666666666667
973	"Meet John Doe (1941)"	"Drama"	1941	82	3.91463414634146
974	"Algiers (1938)"	"Drama|Romance"	1938	16	3.75
975	"Something to Sing About (1937)"	"Comedy|Musical"	1937	2	1.5
976	"Farewell to Arms, A (1932)"	"Romance|War"	1932	56	3.57142857142857
977	"Moonlight Murder (1936)"	"Mystery"	1936	2	2
978	"Blue Angel, The (Blaue Engel, Der) (1930)"	"Drama"	1930	100	3.94
979	"Nothing Personal (1995)"	"Drama|War"	1995	0	0
980	"In the Line of Duty 2 (1987)"	"Action"	1987	5	2.8
981	"Dangerous Ground (1997)"	"Drama"	1997	4	2.75
982	"Picnic (1955)"	"Drama"	1955	81	3.67901234567901
983	"Madagascar Skin (1995)"	"Romance"	1995	0	0
984	"Pompatus of Love, The (1996)"	"Comedy|Drama"	1996	33	2.66666666666667
985	"Small Wonders (1996)"	"Documentary"	1996	4	3.75
986	"Fly Away Home (1996)"	"Adventure|Children's"	1996	232	3.60344827586207
987	"Bliss (1997)"	"Drama|Romance"	1997	40	2.9
988	"Grace of My Heart (1996)"	"Comedy|Drama"	1996	69	3.3768115942029
989	"Schlafes Bruder (Brother of Sleep) (1995)"	"Drama"	1995	1	5
990	"Maximum Risk (1996)"	"Action|Adventure|Thriller"	1996	54	2.57407407407407
991	"Michael Collins (1996)"	"Drama|War"	1996	170	3.52352941176471
992	"Rich Man's Wife, The (1996)"	"Thriller"	1996	20	2.6
993	"Infinity (1996)"	"Drama"	1996	9	3.11111111111111
994	"Big Night (1996)"	"Drama"	1996	450	4.09555555555556
996	"Last Man Standing (1996)"	"Action|Drama|Western"	1996	256	2.90625
997	"Caught (1996)"	"Drama|Thriller"	1996	28	3.35714285714286
998	"Set It Off (1996)"	"Action|Crime"	1996	93	3.01075268817204
999	"2 Days in the Valley (1996)"	"Crime"	1996	286	3.28321678321678
1000	"Curdled (1996)"	"Crime"	1996	20	3.05
1001	"Associate, The (L'Associe)(1982)"	"Comedy"	1982	0	0
1002	"Ed's Next Move (1996)"	"Comedy"	1996	8	4.25
1003	"Extreme Measures (1996)"	"Drama|Thriller"	1996	121	2.94214876033058
1004	"Glimmer Man, The (1996)"	"Action|Thriller"	1996	101	2.66336633663366
1005	"D3: The Mighty Ducks (1996)"	"Children's|Comedy"	1996	142	2.37323943661972
1006	"Chamber, The (1996)"	"Drama"	1996	78	3.08974358974359
1007	"Apple Dumpling Gang, The (1975)"	"Children's|Comedy|Western"	1975	232	2.97844827586207
1008	"Davy Crockett, King of the Wild Frontier (1955)"	"Western"	1955	97	3.3298969072165
1009	"Escape to Witch Mountain (1975)"	"Adventure|Children's|Fantasy"	1975	291	3.18556701030928
1010	"Love Bug, The (1969)"	"Children's|Comedy"	1969	242	3.26859504132231
1011	"Herbie Rides Again (1974)"	"Adventure|Children's|Comedy"	1974	135	2.72592592592593
1012	"Old Yeller (1957)"	"Children's|Drama"	1957	301	3.70431893687708
1013	"Parent Trap, The (1961)"	"Children's|Drama"	1961	258	3.56589147286822
1014	"Pollyanna (1960)"	"Children's|Comedy|Drama"	1960	136	3.40441176470588
1015	"Homeward Bound: The Incredible Journey (1993)"	"Adventure|Children's"	1993	234	3.34615384615385
1016	"Shaggy Dog, The (1959)"	"Children's|Comedy"	1959	156	3.21794871794872
1017	"Swiss Family Robinson (1960)"	"Adventure|Children's"	1960	276	3.58695652173913
1018	"That Darn Cat! (1965)"	"Children's|Comedy|Mystery"	1965	123	3.2520325203252
1019	"20,000 Leagues Under the Sea (1954)"	"Adventure|Children's|Fantasy|Sci-Fi"	1954	575	3.70260869565217
1020	"Cool Runnings (1993)"	"Comedy"	1993	392	3.23979591836735
1021	"Angels in the Outfield (1994)"	"Children's|Comedy"	1994	247	2.76923076923077
1022	"Cinderella (1950)"	"Animation|Children's|Musical"	1950	577	3.75563258232236
1023	"Winnie the Pooh and the Blustery Day (1968)"	"Animation|Children's"	1968	221	3.98642533936652
1024	"Three Caballeros, The (1945)"	"Animation|Children's|Musical"	1945	126	3.24603174603175
1025	"Sword in the Stone, The (1963)"	"Animation|Children's"	1963	293	3.61092150170648
1026	"So Dear to My Heart (1949)"	"Children's|Drama"	1949	8	3.625
1027	"Robin Hood: Prince of Thieves (1991)"	"Drama"	1991	344	3.16279069767442
1028	"Mary Poppins (1964)"	"Children's|Comedy|Musical"	1964	1011	3.89416419386746
1029	"Dumbo (1941)"	"Animation|Children's|Musical"	1941	568	3.68838028169014
1030	"Pete's Dragon (1977)"	"Adventure|Animation|Children's|Musical"	1977	323	3.07739938080495
1031	"Bedknobs and Broomsticks (1971)"	"Adventure|Children's|Musical"	1971	319	3.47962382445141
1032	"Alice in Wonderland (1951)"	"Animation|Children's|Musical"	1951	525	3.69714285714286
1033	"Fox and the Hound, The (1981)"	"Animation|Children's"	1981	287	3.44947735191638
1034	"Freeway (1996)"	"Crime"	1996	169	3.64497041420118
1035	"Sound of Music, The (1965)"	"Musical"	1965	882	3.93197278911565
1036	"Die Hard (1988)"	"Action|Thriller"	1988	1666	4.1218487394958
1037	"Lawnmower Man, The (1992)"	"Action|Sci-Fi|Thriller"	1992	615	2.66016260162602
1038	"Unhook the Stars (1996)"	"Drama"	1996	11	3.27272727272727
1039	"Synthetic Pleasures (1995)"	"Documentary"	1995	3	3.66666666666667
1040	"Secret Agent, The (1996)"	"Drama"	1996	5	3
1041	"Secrets & Lies (1996)"	"Drama"	1996	474	4.0379746835443
1042	"That Thing You Do! (1996)"	"Comedy"	1996	528	3.48106060606061
1043	"To Gillian on Her 37th Birthday (1996)"	"Drama|Romance"	1996	108	2.84259259259259
1044	"Surviving Picasso (1996)"	"Drama"	1996	35	3.28571428571429
1045	"Love Is All There Is (1996)"	"Comedy|Drama"	1996	0	0
1046	"Beautiful Thing (1996)"	"Drama|Romance"	1996	90	4.06666666666667
1047	"Long Kiss Goodnight, The (1996)"	"Action|Thriller"	1996	434	3.48387096774194
1049	"Ghost and the Darkness, The (1996)"	"Action|Adventure"	1996	451	3.32815964523282
1050	"Looking for Richard (1996)"	"Documentary|Drama"	1996	146	3.82191780821918
1051	"Trees Lounge (1996)"	"Drama"	1996	98	3.41836734693878
1052	"Proprietor, The (1996)"	"Drama"	1996	0	0
1053	"Normal Life (1996)"	"Crime|Drama"	1996	35	2.91428571428571
1054	"Get on the Bus (1996)"	"Drama"	1996	81	3.30864197530864
1055	"Shadow Conspiracy (1997)"	"Thriller"	1997	19	2.73684210526316
1056	"Jude (1996)"	"Drama"	1996	50	3.54
1057	"Everyone Says I Love You (1996)"	"Comedy|Musical|Romance"	1996	274	3.55839416058394
1058	"Bitter Sugar (Azucar Amargo) (1996)"	"Drama"	1996	11	3.27272727272727
1059	"William Shakespeare's Romeo and Juliet (1996)"	"Drama|Romance"	1996	479	3.40083507306889
1060	"Swingers (1996)"	"Comedy|Drama"	1996	786	3.94147582697201
1061	"Sleepers (1996)"	"Crime|Drama"	1996	374	3.55080213903743
1062	"Sunchaser, The (1996)"	"Drama"	1996	2	2.5
1063	"Johns (1996)"	"Drama"	1996	26	3.15384615384615
1064	"Aladdin and the King of Thieves (1996)"	"Animation|Children's|Comedy"	1996	209	2.89473684210526
1065	"Woman in Question, The (1950)"	"Mystery"	1950	0	0
1066	"Shall We Dance? (1937)"	"Comedy|Musical|Romance"	1937	175	4.16571428571429
1067	"Damsel in Distress, A (1937)"	"Comedy|Musical|Romance"	1937	23	3.78260869565217
1068	"Crossfire (1947)"	"Crime|Film-Noir"	1947	35	3.68571428571429
1069	"Murder, My Sweet (1944)"	"Film-Noir|Thriller"	1944	110	3.92727272727273
1070	"Macao (1952)"	"Adventure"	1952	2	3
1071	"For the Moment (1994)"	"Romance|War"	1994	5	3.4
1073	"Willy Wonka and the Chocolate Factory (1971)"	"Adventure|Children's|Comedy|Fantasy"	1971	1313	3.86138613861386
1075	"Sexual Life of the Belgians, The (1994)"	"Comedy"	1994	0	0
1076	"Innocents, The (1961)"	"Thriller"	1961	23	4
1077	"Sleeper (1973)"	"Comedy|Sci-Fi"	1973	744	3.97983870967742
1078	"Bananas (1971)"	"Comedy|War"	1971	372	3.83602150537634
1079	"Fish Called Wanda, A (1988)"	"Comedy"	1988	1326	3.97134238310709
1080	"Monty Python's Life of Brian (1979)"	"Comedy"	1979	926	4.01835853131749
1081	"Victor/Victoria (1982)"	"Comedy|Musical"	1982	434	3.61751152073733
1082	"Candidate, The (1972)"	"Drama"	1972	154	3.7012987012987
1083	"Great Race, The (1965)"	"Comedy|Musical"	1965	164	3.53048780487805
1084	"Bonnie and Clyde (1967)"	"Crime|Drama"	1967	686	4.09620991253644
1085	"Old Man and the Sea, The (1958)"	"Adventure|Drama"	1958	131	3.77862595419847
1086	"Dial M for Murder (1954)"	"Mystery|Thriller"	1954	379	4.07915567282322
1087	"Madame Butterfly (1995)"	"Musical"	1995	18	3.44444444444444
1088	"Dirty Dancing (1987)"	"Musical|Romance"	1987	687	3.31149927219796
1089	"Reservoir Dogs (1992)"	"Crime|Thriller"	1992	1259	4.13582208101668
1090	"Platoon (1986)"	"Drama|War"	1986	1143	4.09011373578303
1091	"Weekend at Bernie's (1989)"	"Comedy"	1989	373	2.79356568364611
1092	"Basic Instinct (1992)"	"Mystery|Thriller"	1992	751	3.54194407456724
1093	"Doors, The (1991)"	"Drama|Musical"	1991	680	3.40735294117647
1094	"Crying Game, The (1992)"	"Drama|Romance|War"	1992	1229	3.73148901545972
1095	"Glengarry Glen Ross (1992)"	"Drama"	1992	571	3.88441330998249
1096	"Sophie's Choice (1982)"	"Drama"	1982	344	3.97674418604651
1097	"E.T. the Extra-Terrestrial (1982)"	"Children's|Drama|Fantasy|Sci-Fi"	1982	2269	3.96518289995593
1098	"Search for One-eye Jimmy, The (1996)"	"Comedy"	1996	5	2.4
1099	"Christmas Carol, A (1938)"	"Drama"	1938	194	3.98969072164948
1100	"Days of Thunder (1990)"	"Action|Romance"	1990	420	2.80714285714286
1101	"Top Gun (1986)"	"Action|Romance"	1986	1010	3.68613861386139
1102	"American Strays (1996)"	"Action"	1996	4	2
1103	"Rebel Without a Cause (1955)"	"Drama"	1955	402	3.9228855721393
1104	"Streetcar Named Desire, A (1951)"	"Drama"	1951	483	4.22567287784679
1105	"Children of the Corn IV: The Gathering (1996)"	"Horror"	1996	42	1.78571428571429
1106	"Leopard Son, The (1996)"	"Documentary"	1996	0	0
1107	"Loser (1991)"	"Comedy"	1991	3	2
1108	"Prerokbe Ognja (1995)"	"Documentary"	1995	0	0
1109	"Charm's Incidents (1996)"	"Drama"	1996	0	0
1110	"Bird of Prey (1996)"	"Action"	1996	0	0
1111	"Microcosmos (Microcosmos: Le peuple de l'herbe) (1996)"	"Documentary"	1996	94	4.09574468085106
1112	"Palookaville (1996)"	"Action|Drama"	1996	35	3.42857142857143
1113	"Associate, The (1996)"	"Comedy"	1996	50	3
1114	"Funeral, The (1996)"	"Drama"	1996	31	2.87096774193548
1115	"Sleepover (1995)"	"Comedy|Drama"	1995	1	1
1116	"Single Girl, A (La Fille Seule) (1995)"	"Drama"	1995	17	3.41176470588235
1117	"Eighth Day, The (Le Huitième jour ) (1996)"	"Drama"	1996	12	4.25
1118	"Tashunga (1995)"	"Adventure|Western"	1995	1	2
1119	"Drunks (1997)"	"Drama"	1997	34	3.20588235294118
1120	"People vs. Larry Flynt, The (1996)"	"Drama"	1996	456	3.58333333333333
1121	"Glory Daze (1996)"	"Drama"	1996	13	3.07692307692308
1122	"Plutonium Circus (1995)"	"Documentary"	1995	0	0
1123	"Perfect Candidate, A (1996)"	"Documentary"	1996	33	3.72727272727273
1124	"On Golden Pond (1981)"	"Drama"	1981	405	3.74074074074074
1125	"Return of the Pink Panther, The (1974)"	"Comedy"	1974	385	3.77922077922078
1126	"Drop Dead Fred (1991)"	"Comedy|Fantasy"	1991	317	2.37223974763407
1127	"Abyss, The (1989)"	"Action|Adventure|Sci-Fi|Thriller"	1989	1715	3.68396501457726
1128	"Fog, The (1980)"	"Horror"	1980	170	2.92352941176471
1129	"Escape from New York (1981)"	"Action|Adventure|Sci-Fi|Thriller"	1981	884	3.46493212669683
1130	"Howling, The (1980)"	"Horror"	1980	231	3.25974025974026
1131	"Jean de Florette (1986)"	"Drama"	1986	216	4.32407407407407
1132	"Manon of the Spring (Manon des sources) (1986)"	"Drama"	1986	220	4.25909090909091
1133	"Talking About Sex (1994)"	"Comedy|Drama"	1994	2	2
1134	"Johnny 100 Pesos (1993)"	"Action|Drama"	1993	2	3
